,Unnamed: 0,address,balance,timestamp,Vote,Round,Project Name,Proposal State,Proposal Standing,Grant Category,Earmarks,OCEAN Granted,datetime
15,15.0,0xBEc2E3DcC0F554072474A24376419F5d3454b70F,4724.992161564726,1608049179.0,Yes,1,Decentralized File Rating,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-15 16:19:39
16,16.0,0xB63503dA3bfAB5626e2A91c4cD94fB59679f6876,69297.14125062613,1608159233.0,Yes,1,Decentralized File Rating,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-16 22:53:53
17,17.0,0x6217D92CdbbB56046669cd9F86a916447849fd96,456.402581666758,1608070048.0,Yes,1,Decentralized File Rating,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-15 22:07:28
18,18.0,0x3457124819696E79A3ECa0D08655B287C4F92136,3357.4908726832177,1608081376.0,Yes,1,Decentralized File Rating,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-16 01:16:16
19,19.0,0x64f1fA767dC5f050431Bd1d1d3e72Ea0aD865a06,38408.42637909669,1608164521.0,Yes,1,Decentralized File Rating,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-17 00:22:01
20,20.0,0x33f0E20f104bC092AD43E1fcA864310C4c0189E4,312.5685742710478,1608150337.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-16 20:25:37
21,21.0,0x1Daf0b27e0F54a235abb5D52D276033394Eb8F49,567.6879494588621,1608037321.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-15 13:02:01
22,22.0,0x34335050Aa618DA5F5187E7644f0b86a015E55d3,36965.25773613341,1608313806.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-18 17:50:06
23,23.0,0x24D768d1fFadea536f293354553d360c7E16a8E0,60063.990396300986,1608141318.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-16 17:55:18
24,24.0,0xc42193d87DD67c3639ED1cEF53c409c37775F7C4,15000.024704031388,1608138684.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-16 17:11:24
25,25.0,0xcC7E9b8331bea863a158589E8EBCF118C72d0683,7084.813123103328,1608037427.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-15 13:03:47
26,26.0,0xFE53E594f981e234FCc5e33d3C37943C81766485,83.66205484410322,1608346032.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-19 02:47:12
27,27.0,0x7Dc445E2B251e82bd45A4401e72Cf60b6B4a13aB,3999.05121585417,1608108352.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-16 08:45:52
28,28.0,0xf3a7ACf685c737B632Ffe4265BB9094C25cF8Ac4,536.3817845473446,1608037575.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-15 13:06:15
29,29.0,0x5F071f2CE06084811be5B2EF2e9D2773f53d32CB,7209.12155135,1608388933.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-19 14:42:13
30,30.0,0x206120ebC24119b650B58df6Fc8559C8418A9e83,488.17650323101225,1608558525.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-21 13:48:45
31,31.0,0xcBdD51CF4e679542de0AC059Ae7399d798870F5F,29999.97808381,1608040268.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-15 13:51:08
32,32.0,0xE2D0d856Ecfaf305BAee76ddAf76444AD3b8684c,3743.288215579004,1608065027.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-15 20:43:47
33,33.0,0x5cFDBd9150596b790AAe28e003EFfac9f29081F9,5000.0,1608487366.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-20 18:02:46
34,34.0,0xF26dAAEc5d04BEa5cADB01f93D060b668b96a00b,6938.963696628569,1608056314.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-15 18:18:34
35,35.0,0xE0093f7A481f1545d4A656726735E544Eb98eD93,400000.000000004,1608196908.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-17 09:21:48
36,36.0,0x91d7Ff5660435a218BfB2DBEe4C1Ec865892b2E2,106.27672921554294,1608426127.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-20 01:02:07
37,37.0,0x12843126A739EE01dbDa27102c66ae20689506B9,114.86593440899348,1608041275.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-15 14:07:55
38,38.0,0xba70544Ca4feD37A78Caa653e1cdD3A97d71605C,20511.23190919157,1608219807.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-17 15:43:27
39,39.0,0x0B4a3351096b93672EFe48058A2De00E520F50f9,1471.052364685097,1608555865.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-21 13:04:25
40,40.0,0xCd3f010432c427D043AF133b5AE9ee22B1ECEd9B,1000.8345539767416,1608428823.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-20 01:47:03
41,41.0,0x5De4EA2F4fDe1823ea0432FbeB7E8E7a69f8987C,5340.749815216586,1608045379.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-15 15:16:19
42,42.0,0x3c104180D537550d2cC2fe6de12d1A6c6B29A036,2003408.2266651588,1608049855.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-15 16:30:55
43,43.0,0x06Fbe5d776905ea91899b273e4b663ADF58597eB,10022.7463466783,1608049809.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-15 16:30:09
44,44.0,0xF3E6e119972D9FBC06D34919a5EeCE4Ab5E47975,100.0,1608555503.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-21 12:58:23
45,45.0,0xd647b65fF1e4b25E3d2Dc86553A42c2675072A1a,16500.0,1608462412.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-20 11:06:52
46,46.0,0xaaC3438D37Da2FA2cE9A91c43834757314A2211b,1042.494548548696,1608500356.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-20 21:39:16
47,47.0,0xB804cb279F84292df5e8D78a6B2Ff315aD3E8B3c,5043.692973201607,1608064750.0,Yes,1,Ocean Academy,Funded,Unreported,Outreach,General,13000.0,2020-12-15 20:39:10
48,48.0,0x27B3035ab7F71d711dE25f114768F5F64B61857B,44349.8,1608245036.0,Yes,1,Ocean Pool Alerts,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-17 22:43:56
49,49.0,0xf84a022c73F3547932bdb3Cf4a356315fDc76748,11780.0,1608052682.0,Yes,1,Ocean Pool Alerts,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-15 17:18:02
50,50.0,0xf773829a6cFF2a51B8fC4E0D146faE34182bf119,20000.0,1608055506.0,Yes,1,Ocean Pool Alerts,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-15 18:05:06
51,51.0,0x09E72574c5ab7891f9478d210ee0E6fc5e7FE486,20000.0,1608244918.0,Yes,1,Ocean Pool Alerts,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-17 22:41:58
52,52.0,0x5281aD053cC8906d08E9520318A76db767CEeB4b,20000.0,1608055739.0,Yes,1,Ocean Pool Alerts,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-15 18:08:59
53,53.0,0xC767B8d677bEB0A91bB511f20D533cA7Dd524494,5000.0,1608244788.0,Yes,1,Ocean Pool Alerts,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-17 22:39:48
54,54.0,0x12BD31628075C20919BA838b89F414241b8c4869,23804.9,1608487712.0,Yes,1,Ocean Surfer,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-20 18:08:32
55,55.0,0xB3D31eCf4C702Dc516c7a7e67F385560eE04A9C3,15018.908030564367,1608588324.0,Yes,1,Ocean Surfer,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-21 22:05:24
56,56.0,0x01b8744f70cE3386aac11365516B231A78004198,20388.850595227424,1608054302.0,Yes,1,Ocean Surfer,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-15 17:45:02
57,57.0,0xf29cA9E016BD479603c3470284Eb7f6090344a8C,70000.0,1608238586.0,Yes,1,Ocean Surfer,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-17 20:56:26
58,58.0,0x07796f0FECABF25A8516d99b0669375246b10C2c,3117.594152443874,1608047877.0,Yes,1,Ocean Surfer,Funded,Unreported,Build & Integrate,General,13000.0,2020-12-15 15:57:57
59,59.0,0x3D57251EF3c56992e76dEb521e21614F67e2cde9,153.18237088835667,1608142288.0,Yes,1,Operation Plankton,Not Granted,Not Granted,Outreach,General,0.0,2020-12-16 18:11:28
60,60.0,0x359a76dB7aFDAd46f0e2C6699eC768c1064C86Ca,1939.779820524744,1608316133.0,Yes,1,Operation Plankton,Not Granted,Not Granted,Outreach,General,0.0,2020-12-18 18:28:53
61,61.0,0x2D3fb3096F020029A49A45c88253A4CD0BC2503F,1532.2302672129622,1608584952.0,Yes,1,Operation Plankton,Not Granted,Not Granted,Outreach,General,0.0,2020-12-21 21:09:12
62,62.0,0x9b315a6B563687357FaF7493700C3EA406f5d55c,139.24916958078435,1608584842.0,Yes,1,Operation Plankton,Not Granted,Not Granted,Outreach,General,0.0,2020-12-21 21:07:22
63,63.0,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,5271.992998568287,1608035989.0,Yes,1,Operation Plankton,Not Granted,Not Granted,Outreach,General,0.0,2020-12-15 12:39:49
64,64.0,0x362CfE20851584DF00a670b2c8460A3aafD35839,3268.11491548,1608036130.0,Yes,1,Operation Plankton,Not Granted,Not Granted,Outreach,General,0.0,2020-12-15 12:42:10
65,65.0,0xF0e5094e51CDD81eBD68dD3F19AA580E2396A94D,10792.952676750068,1608576104.0,Yes,1,Operation Plankton,Not Granted,Not Granted,Outreach,General,0.0,2020-12-21 18:41:44
66,66.0,0x2102fbdb989Ad103DFd0D110E639A8abe0e148fF,0.5267964261569978,1608042348.0,Yes,1,Operation Plankton,Not Granted,Not Granted,Outreach,General,0.0,2020-12-15 14:25:48
67,67.0,0x3DA6cb84752975352711ACAb5613B4E23e04fbfc,24510.21392,1608039344.0,Yes,1,Operation Plankton,Not Granted,Not Granted,Outreach,General,0.0,2020-12-15 13:35:44
68,68.0,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,5078.0,1608203959.0,Yes,1,Resilient ML,Not Granted,Not Granted,Build & Integrate,General,0.0,2020-12-17 11:19:19
69,69.0,0xB40156F51103EbaA842590cE51DD2cD0a9E83cDa,12861.269001146664,1608132378.0,Yes,1,Resilient ML,Not Granted,Not Granted,Build & Integrate,General,0.0,2020-12-16 15:26:18
70,70.0,0x15b5359fd05A37ba6546AaCabe92D9354aD18D07,2230.0,1608048260.0,Yes,1,Wisdom Of the Web,Not Granted,Not Granted,Build & Integrate,General,0.0,2020-12-15 16:04:20
71,71.0,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,6435.0,1608048301.0,Yes,1,Wisdom Of the Web,Not Granted,Not Granted,Build & Integrate,General,0.0,2020-12-15 16:05:01
72,72.0,0xF40b005FFE2Db0197b8c301e1C966C2cb3B59A08,5000.0,1608048328.0,Yes,1,Wisdom Of the Web,Not Granted,Not Granted,Build & Integrate,General,0.0,2020-12-15 16:05:28
73,73.0,0xb1234459671Bc3C844b7887574748be5bFf8b55F,2491.4624879024286,1608050331.0,Yes,1,Wisdom Of the Web,Not Granted,Not Granted,Build & Integrate,General,0.0,2020-12-15 16:38:51
74,74.0,0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,6238.163055456334,1608048210.0,Yes,1,Wisdom Of the Web,Not Granted,Not Granted,Build & Integrate,General,0.0,2020-12-15 16:03:30
75,75.0,0x9e95B6c35a43A61B06F19d21FBe008f17B1f5e44,300.0118093941776,1608035489.0,Yes,1,Wisdom Of the Web,Not Granted,Not Granted,Build & Integrate,General,0.0,2020-12-15 12:31:29
76,76.0,0x798FfE6427072A92eaEbb575eb2ed843e60B3762,1853.217767666136,1612282922.0,Yes,2,Buidl Ocean,Not Granted,Not Granted,Outreach,General,0.0,2021-02-02 16:22:02
77,77.0,0xc42193d87DD67c3639ED1cEF53c409c37775F7C4,14885.664131870386,1612280112.0,Yes,2,Buidl Ocean,Not Granted,Not Granted,Outreach,General,0.0,2021-02-02 15:35:12
78,78.0,0x27B3035ab7F71d711dE25f114768F5F64B61857B,44349.8,1612346875.0,Yes,2,Clean Docs,Funded,Completed,Core Software,General,10000.0,2021-02-03 10:07:55
79,79.0,0xa5a8c36e3f9C922BCfa56Cd05B5a4Ac6F8313827,68272.81537847506,1612467313.0,Yes,2,Clean Docs,Funded,Completed,Core Software,General,10000.0,2021-02-04 19:35:13
80,80.0,0x1d4df77B21a54A30735E18512613CfB87D83A8Ce,200.0,1612343248.0,Yes,2,Clean Docs,Funded,Completed,Core Software,General,10000.0,2021-02-03 09:07:28
81,81.0,0x1491e29aDc7a1aa6F8a7e6da5aC0D77BcD7D859E,26000.0,1612345039.0,Yes,2,Clean Docs,Funded,Completed,Core Software,General,10000.0,2021-02-03 09:37:19
82,82.0,0xF25281C5B5620cA0E9ab6a1442cb6e9B333CCb06,10000.0,1612453069.0,Yes,2,Data DAO,Not Granted,Not Granted,Build & Integrate,General,0.0,2021-02-04 15:37:49
83,83.0,0xd69485360F89e824935097Dd594a2b72CD4aDDD8,5000.0,1612337867.0,Yes,2,Data DAO,Not Granted,Not Granted,Build & Integrate,General,0.0,2021-02-03 07:37:47
84,84.0,0x1911176664F147DCb30DA4a4AA6ef6c6849e613f,7410.1708439172335,1612473213.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-04 21:13:33
85,85.0,0xA41960A39265e936d73F76581475F5517f8F259D,379.1073515148679,1612473181.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-04 21:13:01
86,86.0,0x31852784d2066618d35d2bB2a021b334a9d7F002,5236.429729901217,1612389619.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-03 22:00:19
87,87.0,0xc211CCc4c718877Cda19690715BB81d98694f8A0,1514.05600178107,1612373925.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-03 17:38:45
88,88.0,0x45E48C0a6Fe8b759652624451C83387130C58367,8387.700396276672,1612284373.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-02 16:46:13
89,89.0,0xD896038c67EC4273aF33059f4b980a01587fd7BC,344.31235801647466,1612374254.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-03 17:44:14
90,90.0,0x105DfEd176B4c5Ba488Ee5F4362638Ab0216b8c4,52800.1374540403,1612321379.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-03 03:02:59
91,91.0,0x0225DD447C812cdEb436352eb44f3ad03B2a4288,22811.92132,1612288440.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-02 17:54:00
92,92.0,0xa60556e3bF6424488072Fb09A20Ecb23dd6D609E,500.0,1612473930.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-04 21:25:30
93,93.0,0x5D2B315C465e133a346C960F46f5AA1ED88a3179,24340.70838294408,1612288010.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-02 17:46:50
94,94.0,0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,2543.352734221005,1612369382.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-03 16:23:02
95,95.0,0x2D3fb3096F020029A49A45c88253A4CD0BC2503F,1667.6110115953572,1612301266.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-02 21:27:46
96,96.0,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,15000.732,1612482432.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-04 23:47:12
97,97.0,0xE2D0d856Ecfaf305BAee76ddAf76444AD3b8684c,3743.288215579004,1612280907.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-02 15:48:27
98,98.0,0xEC852D93806A0E5c93e506C804717530aC26bB8d,40752.78034,1612278222.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-02 15:03:42
99,99.0,0x807e4419f9E09Db3c8C22A6dfFB753ae4B1F992E,5117.00001334,1612277364.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-02 14:49:24
100,100.0,0xB3D31eCf4C702Dc516c7a7e67F385560eE04A9C3,15018.908030564367,1612475914.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-04 21:58:34
101,101.0,0xF15f1d005a0Dd034b5760fA8e2f71be45289e0bA,5093.039576622567,1612477099.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-04 22:18:19
102,102.0,0xCeaAD86848Dc118337b97eD7a0Fdba36Da6f03D4,1343.2316976666973,1612477397.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-04 22:23:17
103,103.0,0xF0e5094e51CDD81eBD68dD3F19AA580E2396A94D,10359.352914667108,1612382734.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-03 20:05:34
104,104.0,0xcfdaE6FF195A99Ee0dEd376eaD5056BB679Ebec7,4584.700502795099,1612316993.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-03 01:49:53
105,105.0,0xF68813feF24Ae1CE7000f0f1771Cd3042d5702be,1000.0,1612470957.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-04 20:35:57
106,106.0,0x0bF2f30fD564E9ca0fb013ab343AE68c98eb008B,284.44541562854704,1612472742.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-04 21:05:42
107,107.0,0x4fD45C660fcfD8deE204ebead23Ab7f17Cc43C6E,20001.255514660126,1612352599.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-03 11:43:19
108,108.0,0x91700503f39012f032a765d182FbEe4397Ac5def,439.0854058538499,1612482037.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-04 23:40:37
109,109.0,0x88Df446346EB051B8D19A47951141177f57d4329,639.0,1612481021.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-04 23:23:41
110,110.0,0x20718BCD0E16d2cAfF38F87B157Fd1B0d92Cc488,5650.004711977122,1612303304.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-02 22:01:44
111,111.0,0x792035C909733246e49D419BE308A38b3f8b3E8E,10077.8472,1612322655.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-03 03:24:15
112,112.0,0x37A6156e4a6E8B60b2415AF040546cF5e91699bd,2000.0,1612299551.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-02 20:59:11
113,113.0,0xB40156F51103EbaA842590cE51DD2cD0a9E83cDa,5000.105719922575,1612277736.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-02 14:55:36
114,114.0,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,14154.823107221942,1612290336.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-02 18:25:36
115,115.0,0x02796aDc9e9eBc30893c13A78D5691467B866bfB,2674.318912418897,1612284453.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-02 16:47:33
116,116.0,0xcC7E9b8331bea863a158589E8EBCF118C72d0683,2050.3137420894905,1612472514.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-04 21:01:54
117,117.0,0xB9D10940Dae76C3e50d422C754009eEDa22b4eA0,1247.1454543226057,1612282661.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-02 16:17:41
118,118.0,0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,16016.997354125702,1612276039.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-02 14:27:19
119,119.0,0x15b5359fd05A37ba6546AaCabe92D9354aD18D07,1700.0,1612290301.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-02 18:25:01
120,120.0,0xfc1719d6eDC4318820d02C725b4F6e530D11Bebb,10177.493,1612277668.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-02 14:54:28
121,121.0,0x87E4B99cE07073594AdDA44338705BA1Ab674cbD,148.00963432673367,1612349286.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-03 10:48:06
122,122.0,0xFc1a540517fB09d967B5fb22c63F975B1e729D4C,44414.4,1612473322.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-04 21:15:22
123,123.0,0xcA3b7E1312Ad020C058eF4942e3f33fFe6fD7b5c,11876.9,1612473442.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-04 21:17:22
124,124.0,0xF8dac7973f0F444E19bf671915187A0A92f18313,8000.0,1612292772.0,Yes,2,Moon Jelly,Not Granted,Not Granted,Build & Integrate,General,0.0,2021-02-02 19:06:12
125,125.0,0xd647b65fF1e4b25E3d2Dc86553A42c2675072A1a,16500.0,1612302666.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 21:51:06
126,126.0,0xB1bF4E002F13924a139C032d851DC0562D219ED1,6800.0,1612274665.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 14:04:25
127,127.0,0x12BD31628075C20919BA838b89F414241b8c4869,23804.9,1612431679.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-04 09:41:19
128,128.0,0x1Daf0b27e0F54a235abb5D52D276033394Eb8F49,567.6879494588621,1612276699.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 14:38:19
129,129.0,0xf3a7ACf685c737B632Ffe4265BB9094C25cF8Ac4,536.3817845473446,1612276677.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 14:37:57
130,130.0,0x34335050Aa618DA5F5187E7644f0b86a015E55d3,36965.25773613341,1612302362.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 21:46:02
131,131.0,0x5De4EA2F4fDe1823ea0432FbeB7E8E7a69f8987C,5340.749815216586,1612302451.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 21:47:31
132,132.0,0x3951498C5551E7552E536f63eD3e7c861b0f8d93,94.47565466359568,1612275942.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 14:25:42
133,133.0,0xcBdD51CF4e679542de0AC059Ae7399d798870F5F,29999.97808381,1612361145.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-03 14:05:45
134,134.0,0x65f4424CEa0593c53Fe4E34d55455238BD058a6c,2099.06,1612372999.0,Yes,2,Project Coral,Not Granted,Not Granted,Outreach,General,0.0,2021-02-03 17:23:19
135,135.0,0x01b8744f70cE3386aac11365516B231A78004198,30388.850595227424,1612284593.0,Yes,2,Project Coral,Not Granted,Not Granted,Outreach,General,0.0,2021-02-02 16:49:53
136,136.0,0xcA3Be6575f123f4d0DC371Aa6660D7977E98f010,1925.1233803977195,1612478574.0,Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0,2021-02-04 22:42:54
137,137.0,0xb0f9E24fC04b7fD4B17D0FB7b1427C6CBda24b1C,10000.647888781026,1612472373.0,Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0,2021-02-04 20:59:33
